data,hora,pk,D_TRACAT_ALTIMETRIC,D_TIPUS_VIA,D_SENTITS_VIA,D_CLIMATOLOGIA,D_BOIRA,D_LLUMINOSITAT
18/08/2014,23.10,143.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
24/01/2022,11.57,7.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
14/03/2016,1.58,11.4,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
11/08/2019,22.21,30.0,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Fosc
21/10/2012,12.56,307.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
14/02/2018,19.40,143.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
26/11/2018,15.45,178.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
01/11/2022,5.48,320.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
14/05/2014,22.1,13.7,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Fosc
28/06/2016,18.24,62.9,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
20/10/2021,14.43,358.7,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
24/05/2017,4.2,352.2,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
10/01/2021,23.43,169.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
12/10/2018,13.25,166.0,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
18/06/2014,13.57,258.4,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
19/07/2018,0.18,17.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/05/2014,6.33,421.9,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
01/06/2012,19.40,332.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/03/2020,15.48,228.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
23/10/2020,22.58,310.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
25/11/2019,23.12,162.3,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
26/06/2015,19.57,301.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/05/2014,23.14,1.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
31/05/2010,12.53,60.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
15/01/2010,0.9,184.5,Rampa,Autovia,Un sentit,Boira,Boira,Fosc
10/03/2010,9.21,153.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
03/10/2019,6.39,109.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
24/06/2012,23.26,429.7,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
09/01/2018,20.44,12.1,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
02/06/2022,0.6,417.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
12/08/2014,12.29,303.9,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
28/12/2011,18.5,177.9,Pendent,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
19/10/2012,1.54,302.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
02/02/2019,10.29,48.5,Pendent,Autovia,Un sentit,Boira,Boira,Clar
09/04/2012,2.41,40.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
27/10/2023,1.7,114.3,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
22/06/2010,15.6,303.3,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
06/03/2011,8.36,194.2,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
10/07/2011,16.12,126.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
30/11/2016,11.49,332.3,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
12/09/2015,21.5,296.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
13/01/2013,0.55,422.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
06/08/2018,8.39,282.4,Pendent,Autovia,Doble sentit,Boira,Boira,Clar
26/12/2010,10.57,269.3,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/04/2020,4.10,223.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
12/06/2021,8.53,20.0,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
26/07/2016,1.26,0.2,Pla,Autovia,Un sentit,Boira,Boira,Fosc
03/05/2014,17.33,11.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
30/06/2013,14.39,30.4,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
02/03/2023,16.34,424.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
08/02/2019,17.24,382.2,Pla,Carretera,Un sentit,Pluja,No es de el cas,Clar
15/01/2022,15.48,9.6,Pendent,Carretera,Un sentit,Boira,Boira,Clar
16/02/2019,13.19,386.1,Pla,Autovia,Doble sentit,Boira,Boira,Clar
06/11/2013,4.10,16.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
16/08/2023,10.30,357.9,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
11/09/2010,22.26,33.4,Pendent,Autovia,Un sentit,Boira,Boira,Fosc
08/11/2022,8.5,12.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
20/03/2019,9.18,173.1,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
20/07/2017,16.1,344.9,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
29/09/2014,15.37,295.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
24/02/2011,5.45,254.8,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
29/06/2020,0.21,274.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
16/01/2017,5.44,178.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
14/03/2019,0.42,454.7,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
12/06/2021,1.18,9.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
25/06/2020,11.10,172.8,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
07/07/2020,4.24,296.8,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
20/10/2010,2.35,299.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
01/08/2021,16.31,327.9,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
04/11/2022,1.55,162.3,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
15/02/2020,6.5,306.7,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
12/08/2021,22.3,90.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
01/02/2022,3.10,18.2,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
31/07/2020,15.56,410.0,Rampa,Carretera,Doble sentit,Boira,Boira,Clar
13/12/2014,2.51,21.5,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
26/07/2013,9.8,317.7,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
25/11/2011,17.9,374.8,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
29/09/2023,20.35,297.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
17/06/2018,7.9,287.1,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
09/06/2020,3.38,275.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
22/03/2020,11.10,435.3,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
31/07/2011,0.14,73.2,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
02/05/2011,18.51,237.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
14/10/2020,16.57,345.3,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
25/09/2017,19.12,175.9,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
31/03/2023,9.48,442.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
05/07/2018,5.41,417.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/02/2010,13.25,170.0,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
21/07/2019,19.24,296.4,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Clar
28/05/2012,17.25,441.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
01/09/2014,4.45,450.0,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
01/11/2011,15.17,356.1,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
20/05/2023,14.16,231.7,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
25/08/2011,1.12,247.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/03/2021,6.21,128.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
14/09/2018,6.1,295.2,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
28/02/2018,5.20,204.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
18/11/2018,2.54,433.8,Rampa,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
16/02/2017,19.37,132.9,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
19/02/2012,23.46,28.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
10/12/2018,23.2,8.7,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
02/12/2012,22.58,242.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
06/11/2014,21.13,31.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
15/03/2020,14.21,432.7,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
15/01/2012,0.7,280.3,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
29/01/2012,4.4,14.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
12/05/2011,6.31,192.4,Pla,Autovia,Doble sentit,Boira,Boira,Fosc
11/10/2021,9.9,353.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/07/2010,8.23,297.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
30/01/2011,14.50,458.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
01/01/2010,6.39,297.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
12/05/2012,2.4,45.2,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Fosc
11/10/2015,10.41,46.4,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
19/11/2022,2.57,172.5,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
11/05/2015,20.28,9.1,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
20/03/2020,3.45,414.6,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
03/03/2012,9.49,23.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/09/2019,15.46,343.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
06/02/2013,17.0,164.0,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
28/12/2022,12.33,191.6,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
29/10/2023,6.36,430.3,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
27/12/2017,16.22,9.1,Pendent,Autovia,Doble sentit,Boira,Boira,Clar
09/03/2020,8.19,329.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
15/06/2019,15.12,263.5,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
04/03/2013,3.19,44.8,Pla,Carretera,Doble sentit,Ennudesit,No es de el cas,Fosc
04/09/2022,23.40,211.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
16/02/2020,10.7,6.2,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Clar
17/12/2015,11.23,18.6,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/12/2019,10.6,160.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
27/04/2010,5.53,332.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
19/08/2020,13.26,195.7,Pla,Carretera,Un sentit,Pluja,No es de el cas,Clar
26/03/2011,3.2,7.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
22/07/2011,16.5,9.8,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
20/02/2022,22.6,19.0,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
08/01/2019,22.37,305.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
30/07/2013,4.15,296.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
23/12/2015,0.13,17.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
09/09/2020,12.7,4.3,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
08/11/2013,2.51,375.2,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Fosc
22/04/2023,23.9,122.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
12/09/2023,12.50,126.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
18/05/2010,8.51,176.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
03/09/2023,7.17,287.0,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
30/08/2015,11.46,453.5,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
24/08/2015,18.53,175.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
21/04/2012,8.57,5.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
04/05/2018,11.35,175.3,Pendent,Carretera,Un sentit,Boira,Boira,Clar
14/03/2014,17.5,2.1,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
18/08/2021,19.15,13.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
16/03/2015,15.12,22.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
16/02/2021,6.37,450.7,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
17/09/2013,4.47,296.4,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
22/12/2021,0.44,293.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
13/12/2016,22.59,302.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/09/2023,16.54,202.3,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
13/03/2013,8.35,299.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/09/2010,4.39,344.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
05/10/2011,10.49,208.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
22/11/2014,11.37,295.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
19/06/2012,19.16,321.6,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
18/11/2012,9.40,393.0,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
22/04/2011,6.49,335.0,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Fosc
21/05/2020,21.15,81.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
27/09/2017,21.34,341.6,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
12/12/2022,1.15,341.2,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
08/08/2016,4.19,7.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
04/10/2023,18.36,352.9,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
02/09/2012,1.7,244.1,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Fosc
17/03/2015,16.14,189.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/03/2011,19.36,1.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
14/08/2013,16.51,115.2,Pla,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
15/07/2019,12.36,179.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
27/10/2010,4.11,302.7,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
14/07/2022,17.35,180.7,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
10/08/2023,5.32,93.9,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
21/10/2013,19.15,167.5,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
03/07/2023,16.0,221.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
23/04/2012,6.14,12.0,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
22/04/2019,14.46,186.8,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
06/10/2015,23.47,419.0,Pendent,Carretera,Doble sentit,Pluja,No es de el cas,Fosc
03/10/2014,6.49,239.2,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
20/02/2010,10.10,194.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
11/04/2023,23.11,16.0,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
30/03/2019,3.44,295.3,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
26/11/2011,18.2,315.1,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
18/02/2010,21.5,130.7,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
24/10/2021,0.2,309.9,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
01/11/2012,4.49,172.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
19/03/2018,20.46,6.9,Rampa,Carretera,Un sentit,Pluja,No es de el cas,Clar
22/04/2015,9.10,116.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
19/03/2013,23.41,66.2,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
06/08/2018,8.59,93.1,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
03/09/2017,22.55,290.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/03/2021,21.39,219.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
12/04/2016,16.12,305.4,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
14/09/2011,10.4,397.9,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
27/11/2021,14.33,10.6,Pendent,Autovia,Un sentit,Pluja,No es de el cas,Clar
17/09/2019,15.47,120.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
11/12/2010,18.53,179.3,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
09/05/2013,21.33,168.5,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
24/07/2016,3.6,171.4,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
09/08/2017,4.1,290.8,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
30/09/2018,13.8,20.6,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
14/09/2020,1.28,260.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
27/12/2021,16.42,127.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
16/05/2018,18.27,105.6,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
06/01/2021,15.35,169.3,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
04/12/2020,18.4,192.8,Rampa,Autovia,Un sentit,Pluja,No es de el cas,Clar
15/12/2011,20.3,202.8,Rampa,Autovia,Un sentit,Serè,No es de el cas,Clar
31/12/2012,1.4,423.3,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
26/11/2019,10.39,294.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
03/01/2012,11.59,414.3,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
26/03/2014,11.9,276.7,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Clar
24/04/2020,5.38,7.7,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
17/12/2014,1.17,300.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
20/04/2017,22.50,8.7,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
19/04/2012,11.42,345.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
06/03/2019,0.43,0.9,Pla,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
19/08/2010,21.38,104.3,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
08/11/2013,18.5,430.2,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
06/11/2018,7.6,431.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
10/08/2019,12.58,70.2,Pendent,Autovia,Un sentit,Boira,Boira,Clar
04/03/2022,4.27,302.2,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
05/08/2020,16.36,0.5,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
18/04/2018,0.38,8.4,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
26/07/2013,15.28,393.8,Rampa,Autovia,Doble sentit,Pluja,No es de el cas,Clar
15/11/2021,0.48,174.2,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
01/08/2010,22.5,161.0,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
07/03/2019,7.33,238.7,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
08/07/2017,7.15,217.9,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
02/06/2010,1.44,259.1,Pla,Carretera,Un sentit,Serè,No es de el cas,Fosc
10/05/2014,17.36,4.9,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
24/03/2013,20.7,331.8,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/11/2018,15.55,459.6,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
05/03/2011,10.18,390.4,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
08/09/2021,19.14,6.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
22/10/2014,22.28,369.9,Rampa,Carretera,Un sentit,Ennudesit,No es de el cas,Fosc
10/01/2015,0.44,257.3,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
29/08/2017,7.20,18.1,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/09/2016,19.10,27.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
13/07/2020,7.7,82.3,Pendent,Autovia,Un sentit,Serè,No es de el cas,Clar
16/03/2016,3.48,11.8,Rampa,Carretera,Un sentit,Serè,No es de el cas,Fosc
02/08/2021,13.52,168.4,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
20/07/2012,0.24,446.4,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
22/08/2022,9.26,193.0,Pendent,Carretera,Doble sentit,Boira,Boira,Clar
12/05/2012,19.17,415.5,Pendent,Autovia,Un sentit,Ennudesit,No es de el cas,Clar
30/05/2011,10.37,70.4,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
05/12/2014,21.55,14.5,Pendent,Carretera,Un sentit,Serè,No es de el cas,Fosc
12/11/2015,4.7,258.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
11/10/2011,2.18,164.7,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
27/07/2019,7.55,169.1,Pendent,Carretera,Un sentit,Serè,No es de el cas,Clar
09/07/2015,21.45,114.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
03/07/2015,23.59,15.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
09/09/2011,8.41,325.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
29/03/2011,23.6,150.5,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Fosc
12/05/2023,10.14,167.7,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
19/04/2013,6.21,392.5,Pendent,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
18/05/2010,22.33,252.5,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
27/11/2016,14.53,406.0,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
26/07/2011,10.35,425.3,Pla,Carretera,Doble sentit,Serè,No es de el cas,Clar
10/09/2019,1.28,302.4,Pendent,Carretera,Un sentit,Ennudesit,No es de el cas,Fosc
08/05/2021,4.19,338.3,Rampa,Autovia,Un sentit,Boira,Boira,Fosc
20/01/2019,23.39,275.9,Pendent,Autovia,Doble sentit,Pluja,No es de el cas,Fosc
22/09/2011,7.32,194.7,Pendent,Carretera,Un sentit,Pluja,No es de el cas,Clar
07/07/2013,16.47,261.2,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
19/04/2021,16.29,200.6,Pla,Carretera,Un sentit,Serè,No es de el cas,Clar
20/04/2015,4.48,173.8,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
14/01/2021,4.3,116.7,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
25/09/2019,4.35,163.4,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Fosc
08/03/2013,2.3,367.7,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
23/01/2016,20.18,463.8,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Clar
18/05/2020,3.58,82.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
08/06/2010,8.38,11.1,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
04/08/2020,19.37,182.3,Pla,Autovia,Doble sentit,Pluja,No es de el cas,Clar
12/08/2017,12.37,106.3,Pla,Autovia,Doble sentit,Serè,No es de el cas,Clar
10/12/2021,0.32,0.5,Rampa,Autovia,Doble sentit,Serè,No es de el cas,Fosc
25/04/2020,4.46,357.4,Pla,Carretera,Doble sentit,Serè,No es de el cas,Fosc
19/02/2012,1.9,216.5,Rampa,Autovia,Un sentit,Serè,No es de el cas,Fosc
24/02/2020,16.59,229.1,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
11/12/2023,15.35,170.1,Rampa,Carretera,Doble sentit,Ennudesit,No es de el cas,Clar
26/01/2013,17.22,64.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
21/11/2013,21.9,356.5,Pendent,Autovia,Un sentit,Serè,No es de el cas,Fosc
02/07/2021,6.48,460.0,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
29/06/2012,14.13,71.4,Pla,Autovia,Un sentit,Pluja,No es de el cas,Clar
04/07/2011,11.16,293.0,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
03/07/2012,5.17,302.5,Rampa,Autovia,Un sentit,Ennudesit,No es de el cas,Fosc
25/03/2013,8.36,205.1,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
04/08/2019,8.55,152.0,Rampa,Carretera,Un sentit,Serè,No es de el cas,Clar
30/08/2012,11.27,445.1,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
09/05/2022,17.43,432.2,Pla,Autovia,Un sentit,Serè,No es de el cas,Clar
23/11/2019,3.26,257.6,Pla,Autovia,Doble sentit,Serè,No es de el cas,Fosc
02/06/2022,15.58,180.9,Pendent,Autovia,Doble sentit,Serè,No es de el cas,Clar
31/05/2018,13.7,122.3,Rampa,Carretera,Doble sentit,Serè,No es de el cas,Clar
09/07/2018,6.48,316.7,Rampa,Autovia,Doble sentit,Ennudesit,No es de el cas,Fosc
25/09/2017,19.13,439.8,Pendent,Carretera,Doble sentit,Serè,No es de el cas,Clar
11/06/2011,3.33,261.8,Pla,Autovia,Un sentit,Serè,No es de el cas,Fosc
